user_id,session_type,question_number,difficulty,is_correct,user_answer
8fG4SHm1oeaJFrWvzV3YHsSYlJf2,arraylist,0,1,True,ArrayList can change size dynamically
8fG4SHm1oeaJFrWvzV3YHsSYlJf2,arraylist,1,2,True,It creates a larger internal array and copies elements
8fG4SHm1oeaJFrWvzV3YHsSYlJf2,arraylist,2,3,True,Getting an element by index
8fG4SHm1oeaJFrWvzV3YHsSYlJf2,arraylist,3,2,True,10
8fG4SHm1oeaJFrWvzV3YHsSYlJf2,arraylist,4,4,True,When handling business logic for flexibility with an unknown or dynamically changing size (such as managing items in a user's e-commerce shopping cart) and needing built-in functionality like sorting or filtering.
A5Y2HAkGMmenqS1vZuPyOg721Ab2,arraylist,0,1,True,ArrayList can change size dynamically
A5Y2HAkGMmenqS1vZuPyOg721Ab2,arraylist,1,2,False,It throws an error
A5Y2HAkGMmenqS1vZuPyOg721Ab2,arraylist,2,3,True,Getting an element by index
A5Y2HAkGMmenqS1vZuPyOg721Ab2,arraylist,3,2,False,100
A5Y2HAkGMmenqS1vZuPyOg721Ab2,arraylist,4,4,False,When designing high-performance math computations that require storing primitive data types without the overhead of autoboxing.
A5Y2HAkGMmenqS1vZuPyOg721Ab2,recursion,0,1,False,Multiple parameters
A5Y2HAkGMmenqS1vZuPyOg721Ab2,recursion,1,2,True,It runs forever until stack overflow
A5Y2HAkGMmenqS1vZuPyOg721Ab2,recursion,2,3,False,The heap
A5Y2HAkGMmenqS1vZuPyOg721Ab2,recursion,3,2,False,9
A5Y2HAkGMmenqS1vZuPyOg721Ab2,recursion,4,3,True,n == 0 or n == 1
Ap3pD2rpHsQCNW7UJLOZxuvXmtR2,arraylist,0,1,True,ArrayList can change size dynamically
Ap3pD2rpHsQCNW7UJLOZxuvXmtR2,arraylist,1,2,True,It creates a larger internal array and copies elements
Ap3pD2rpHsQCNW7UJLOZxuvXmtR2,arraylist,2,3,False,Adding an element at the beginning
Ap3pD2rpHsQCNW7UJLOZxuvXmtR2,arraylist,3,2,True,10
Ap3pD2rpHsQCNW7UJLOZxuvXmtR2,arraylist,4,4,True,When handling business logic for flexibility with an unknown or dynamically changing size (such as managing items in a user's e-commerce shopping cart) and needing built-in functionality like sorting or filtering.
Ap3pD2rpHsQCNW7UJLOZxuvXmtR2,recursion,0,1,True,A base case
Ap3pD2rpHsQCNW7UJLOZxuvXmtR2,recursion,1,2,True,It runs forever until stack overflow
Ap3pD2rpHsQCNW7UJLOZxuvXmtR2,recursion,2,3,True,The call stack
Ap3pD2rpHsQCNW7UJLOZxuvXmtR2,recursion,3,2,True,6
Ap3pD2rpHsQCNW7UJLOZxuvXmtR2,recursion,4,3,True,n == 0 or n == 1
Cw1J6bytlETCGP7iW7vknzWZwon1,arraylist,0,1,True,ArrayList can change size dynamically
Cw1J6bytlETCGP7iW7vknzWZwon1,arraylist,1,2,True,It creates a larger internal array and copies elements
Cw1J6bytlETCGP7iW7vknzWZwon1,arraylist,2,3,True,Getting an element by index
Cw1J6bytlETCGP7iW7vknzWZwon1,arraylist,3,2,False,1
Cw1J6bytlETCGP7iW7vknzWZwon1,arraylist,4,4,True,When handling business logic for flexibility with an unknown or dynamically changing size (such as managing items in a user's e-commerce shopping cart) and needing built-in functionality like sorting or filtering.
Cw1J6bytlETCGP7iW7vknzWZwon1,recursion,0,1,True,A base case
Cw1J6bytlETCGP7iW7vknzWZwon1,recursion,1,2,True,It runs forever until stack overflow
Cw1J6bytlETCGP7iW7vknzWZwon1,recursion,2,3,True,The call stack
Cw1J6bytlETCGP7iW7vknzWZwon1,recursion,3,2,True,6
Cw1J6bytlETCGP7iW7vknzWZwon1,recursion,4,3,False,n == 0
Cy1bhEOuQfMnlNyCLBPA7vkrRmJ3,arraylist,0,1,True,ArrayList can change size dynamically
Cy1bhEOuQfMnlNyCLBPA7vkrRmJ3,arraylist,1,2,True,It creates a larger internal array and copies elements
Cy1bhEOuQfMnlNyCLBPA7vkrRmJ3,arraylist,2,3,True,Getting an element by index
Cy1bhEOuQfMnlNyCLBPA7vkrRmJ3,arraylist,3,2,False,1
Cy1bhEOuQfMnlNyCLBPA7vkrRmJ3,arraylist,4,4,True,When handling business logic for flexibility with an unknown or dynamically changing size (such as managing items in a user's e-commerce shopping cart) and needing built-in functionality like sorting or filtering.
Cy1bhEOuQfMnlNyCLBPA7vkrRmJ3,recursion,0,1,True,A base case
Cy1bhEOuQfMnlNyCLBPA7vkrRmJ3,recursion,1,2,True,It runs forever until stack overflow
Cy1bhEOuQfMnlNyCLBPA7vkrRmJ3,recursion,2,3,True,The call stack
Cy1bhEOuQfMnlNyCLBPA7vkrRmJ3,recursion,3,2,True,6
Cy1bhEOuQfMnlNyCLBPA7vkrRmJ3,recursion,4,3,True,n == 0 or n == 1
Drr17Zvgk1OAYiRiO5HB65aVP223,arraylist,0,1,True,ArrayList can change size dynamically
Drr17Zvgk1OAYiRiO5HB65aVP223,arraylist,1,2,False,It stops accepting new elements
Drr17Zvgk1OAYiRiO5HB65aVP223,arraylist,2,3,False,Adding an element at the beginning
Drr17Zvgk1OAYiRiO5HB65aVP223,arraylist,3,2,True,10
Drr17Zvgk1OAYiRiO5HB65aVP223,arraylist,4,4,True,When handling business logic for flexibility with an unknown or dynamically changing size (such as managing items in a user's e-commerce shopping cart) and needing built-in functionality like sorting or filtering.
EFwq3AOMH7WLfBMBk8sUGzWOpo13,arraylist,0,1,False,ArrayList is faster for all operations
EFwq3AOMH7WLfBMBk8sUGzWOpo13,arraylist,1,2,True,It creates a larger internal array and copies elements
EFwq3AOMH7WLfBMBk8sUGzWOpo13,arraylist,2,3,False,Adding an element at the beginning
EFwq3AOMH7WLfBMBk8sUGzWOpo13,arraylist,3,2,True,10
EFwq3AOMH7WLfBMBk8sUGzWOpo13,arraylist,4,4,False,When implementing direct memory mapping with fixed buffer sizes for low-level hardware interfacing.
EFwq3AOMH7WLfBMBk8sUGzWOpo13,recursion,0,1,False,A loop
EFwq3AOMH7WLfBMBk8sUGzWOpo13,recursion,1,2,False,It automatically stops after 100 calls
EFwq3AOMH7WLfBMBk8sUGzWOpo13,recursion,2,3,False,The heap
EFwq3AOMH7WLfBMBk8sUGzWOpo13,recursion,3,2,False,9
EFwq3AOMH7WLfBMBk8sUGzWOpo13,recursion,4,3,False,n == 0
FBD4nXyHiTMSMBoY3sAwLJrAvzo2,arraylist,0,1,True,ArrayList can change size dynamically
FBD4nXyHiTMSMBoY3sAwLJrAvzo2,arraylist,1,2,True,It creates a larger internal array and copies elements
FBD4nXyHiTMSMBoY3sAwLJrAvzo2,arraylist,2,3,True,Getting an element by index
FBD4nXyHiTMSMBoY3sAwLJrAvzo2,arraylist,3,2,True,10
FBD4nXyHiTMSMBoY3sAwLJrAvzo2,arraylist,4,4,True,When handling business logic for flexibility with an unknown or dynamically changing size (such as managing items in a user's e-commerce shopping cart) and needing built-in functionality like sorting or filtering.
FBD4nXyHiTMSMBoY3sAwLJrAvzo2,recursion,0,1,True,A base case
FBD4nXyHiTMSMBoY3sAwLJrAvzo2,recursion,1,2,True,It runs forever until stack overflow
FBD4nXyHiTMSMBoY3sAwLJrAvzo2,recursion,2,3,True,The call stack
FBD4nXyHiTMSMBoY3sAwLJrAvzo2,recursion,3,2,True,6
FBD4nXyHiTMSMBoY3sAwLJrAvzo2,recursion,4,3,True,n == 0 or n == 1
Ffy5aWTnDLO2hBu1SSV3TG1ElgN2,arraylist,0,1,True,ArrayList can change size dynamically
Ffy5aWTnDLO2hBu1SSV3TG1ElgN2,arraylist,1,2,True,It creates a larger internal array and copies elements
Ffy5aWTnDLO2hBu1SSV3TG1ElgN2,arraylist,2,3,False,Finding an element by value
Ffy5aWTnDLO2hBu1SSV3TG1ElgN2,arraylist,3,2,False,0
Ffy5aWTnDLO2hBu1SSV3TG1ElgN2,arraylist,4,4,True,When handling business logic for flexibility with an unknown or dynamically changing size (such as managing items in a user's e-commerce shopping cart) and needing built-in functionality like sorting or filtering.
Ffy5aWTnDLO2hBu1SSV3TG1ElgN2,recursion,0,1,True,A base case
Ffy5aWTnDLO2hBu1SSV3TG1ElgN2,recursion,1,2,True,It runs forever until stack overflow
Ffy5aWTnDLO2hBu1SSV3TG1ElgN2,recursion,2,3,True,The call stack
Ffy5aWTnDLO2hBu1SSV3TG1ElgN2,recursion,3,2,False,3
Ffy5aWTnDLO2hBu1SSV3TG1ElgN2,recursion,4,3,True,n == 0 or n == 1
GJDwIBFMZqQZs7zM0dOjWhLG0hI2,arraylist,0,1,True,ArrayList can change size dynamically
GJDwIBFMZqQZs7zM0dOjWhLG0hI2,arraylist,1,2,True,It creates a larger internal array and copies elements
GJDwIBFMZqQZs7zM0dOjWhLG0hI2,arraylist,2,3,True,Getting an element by index
GJDwIBFMZqQZs7zM0dOjWhLG0hI2,arraylist,3,2,False,0
GJDwIBFMZqQZs7zM0dOjWhLG0hI2,arraylist,4,4,True,When handling business logic for flexibility with an unknown or dynamically changing size (such as managing items in a user's e-commerce shopping cart) and needing built-in functionality like sorting or filtering.
GvnIW82Cgrf3LJBW6p81W5L8LnD3,arraylist,0,1,True,ArrayList can change size dynamically
GvnIW82Cgrf3LJBW6p81W5L8LnD3,arraylist,1,2,True,It creates a larger internal array and copies elements
GvnIW82Cgrf3LJBW6p81W5L8LnD3,arraylist,2,3,True,Getting an element by index
GvnIW82Cgrf3LJBW6p81W5L8LnD3,arraylist,3,2,False,0
GvnIW82Cgrf3LJBW6p81W5L8LnD3,arraylist,4,4,True,When handling business logic for flexibility with an unknown or dynamically changing size (such as managing items in a user's e-commerce shopping cart) and needing built-in functionality like sorting or filtering.
GvnIW82Cgrf3LJBW6p81W5L8LnD3,recursion,0,1,True,A base case
GvnIW82Cgrf3LJBW6p81W5L8LnD3,recursion,1,2,True,It runs forever until stack overflow
GvnIW82Cgrf3LJBW6p81W5L8LnD3,recursion,2,3,True,The call stack
GvnIW82Cgrf3LJBW6p81W5L8LnD3,recursion,3,2,True,6
GvnIW82Cgrf3LJBW6p81W5L8LnD3,recursion,4,3,True,n == 0 or n == 1
HQk1KKqGojXqkWFqQvcsz46SW2v2,arraylist,0,1,True,ArrayList can change size dynamically
HQk1KKqGojXqkWFqQvcsz46SW2v2,arraylist,1,2,True,It creates a larger internal array and copies elements
HQk1KKqGojXqkWFqQvcsz46SW2v2,arraylist,2,3,False,Finding an element by value
HQk1KKqGojXqkWFqQvcsz46SW2v2,arraylist,3,2,False,0
HQk1KKqGojXqkWFqQvcsz46SW2v2,arraylist,4,4,True,When handling business logic for flexibility with an unknown or dynamically changing size (such as managing items in a user's e-commerce shopping cart) and needing built-in functionality like sorting or filtering.
HQk1KKqGojXqkWFqQvcsz46SW2v2,recursion,0,1,True,A base case
HQk1KKqGojXqkWFqQvcsz46SW2v2,recursion,1,2,True,It runs forever until stack overflow
HQk1KKqGojXqkWFqQvcsz46SW2v2,recursion,2,3,True,The call stack
HQk1KKqGojXqkWFqQvcsz46SW2v2,recursion,3,2,False,12
HQk1KKqGojXqkWFqQvcsz46SW2v2,recursion,4,3,True,n == 0 or n == 1
KW6di9CW3cZQz1cvFlBzH6caubz1,arraylist,0,1,False,ArrayList is faster for all operations
KW6di9CW3cZQz1cvFlBzH6caubz1,arraylist,1,2,True,It creates a larger internal array and copies elements
KW6di9CW3cZQz1cvFlBzH6caubz1,arraylist,2,3,False,Adding an element at the beginning
KW6di9CW3cZQz1cvFlBzH6caubz1,arraylist,3,2,False,0
KW6di9CW3cZQz1cvFlBzH6caubz1,arraylist,4,4,True,When handling business logic for flexibility with an unknown or dynamically changing size (such as managing items in a user's e-commerce shopping cart) and needing built-in functionality like sorting or filtering.
KW6di9CW3cZQz1cvFlBzH6caubz1,recursion,0,1,True,A base case
KW6di9CW3cZQz1cvFlBzH6caubz1,recursion,1,2,True,It runs forever until stack overflow
KW6di9CW3cZQz1cvFlBzH6caubz1,recursion,2,3,True,The call stack
KW6di9CW3cZQz1cvFlBzH6caubz1,recursion,3,2,False,3
KW6di9CW3cZQz1cvFlBzH6caubz1,recursion,4,3,False,n < 0
MO1hlfN2dTWzRqz7yqvv5obstej1,arraylist,0,1,True,ArrayList can change size dynamically
MO1hlfN2dTWzRqz7yqvv5obstej1,arraylist,1,2,True,It creates a larger internal array and copies elements
MO1hlfN2dTWzRqz7yqvv5obstej1,arraylist,2,3,True,Getting an element by index
MO1hlfN2dTWzRqz7yqvv5obstej1,arraylist,3,2,False,0
MO1hlfN2dTWzRqz7yqvv5obstej1,arraylist,4,4,True,When handling business logic for flexibility with an unknown or dynamically changing size (such as managing items in a user's e-commerce shopping cart) and needing built-in functionality like sorting or filtering.
MO1hlfN2dTWzRqz7yqvv5obstej1,recursion,0,1,True,A base case
MO1hlfN2dTWzRqz7yqvv5obstej1,recursion,1,2,True,It runs forever until stack overflow
MO1hlfN2dTWzRqz7yqvv5obstej1,recursion,2,3,True,The call stack
MO1hlfN2dTWzRqz7yqvv5obstej1,recursion,3,2,True,6
MO1hlfN2dTWzRqz7yqvv5obstej1,recursion,4,3,True,n == 0 or n == 1
ODtPgaYltnMjEuRhGhqPzZyix2c2,arraylist,0,1,False,ArrayList is faster for all operations
ODtPgaYltnMjEuRhGhqPzZyix2c2,arraylist,1,2,True,It creates a larger internal array and copies elements
ODtPgaYltnMjEuRhGhqPzZyix2c2,arraylist,2,3,True,Getting an element by index
ODtPgaYltnMjEuRhGhqPzZyix2c2,arraylist,3,2,False,100
ODtPgaYltnMjEuRhGhqPzZyix2c2,arraylist,4,4,False,When designing high-performance math computations that require storing primitive data types without the overhead of autoboxing.
ODtPgaYltnMjEuRhGhqPzZyix2c2,recursion,0,1,True,A base case
ODtPgaYltnMjEuRhGhqPzZyix2c2,recursion,1,2,True,It runs forever until stack overflow
ODtPgaYltnMjEuRhGhqPzZyix2c2,recursion,2,3,True,The call stack
ODtPgaYltnMjEuRhGhqPzZyix2c2,recursion,3,2,True,6
ODtPgaYltnMjEuRhGhqPzZyix2c2,recursion,4,3,False,n < 0
Q5gYbivZ5ZZ5YOEZoEeLOBp3cPO2,arraylist,0,1,True,ArrayList can change size dynamically
Q5gYbivZ5ZZ5YOEZoEeLOBp3cPO2,arraylist,1,2,False,It stops accepting new elements
Q5gYbivZ5ZZ5YOEZoEeLOBp3cPO2,arraylist,2,3,False,Finding an element by value
Q5gYbivZ5ZZ5YOEZoEeLOBp3cPO2,arraylist,3,2,False,0
Q5gYbivZ5ZZ5YOEZoEeLOBp3cPO2,arraylist,4,4,True,When handling business logic for flexibility with an unknown or dynamically changing size (such as managing items in a user's e-commerce shopping cart) and needing built-in functionality like sorting or filtering.
Q5gYbivZ5ZZ5YOEZoEeLOBp3cPO2,recursion,0,1,False,A return type of int
Q5gYbivZ5ZZ5YOEZoEeLOBp3cPO2,recursion,1,2,False,It returns 0
Q5gYbivZ5ZZ5YOEZoEeLOBp3cPO2,recursion,2,3,True,The call stack
Q5gYbivZ5ZZ5YOEZoEeLOBp3cPO2,recursion,3,2,False,3
Q5gYbivZ5ZZ5YOEZoEeLOBp3cPO2,recursion,4,3,False,n == 0
RLFI1VvVR2UDVls6U6mwN7264Ij2,arraylist,0,1,True,ArrayList can change size dynamically
RLFI1VvVR2UDVls6U6mwN7264Ij2,arraylist,1,2,True,It creates a larger internal array and copies elements
RLFI1VvVR2UDVls6U6mwN7264Ij2,arraylist,2,3,False,Adding an element at the beginning
RLFI1VvVR2UDVls6U6mwN7264Ij2,arraylist,3,2,False,1
RLFI1VvVR2UDVls6U6mwN7264Ij2,arraylist,4,4,True,When handling business logic for flexibility with an unknown or dynamically changing size (such as managing items in a user's e-commerce shopping cart) and needing built-in functionality like sorting or filtering.
RLFI1VvVR2UDVls6U6mwN7264Ij2,recursion,0,1,True,A base case
RLFI1VvVR2UDVls6U6mwN7264Ij2,recursion,1,2,True,It runs forever until stack overflow
RLFI1VvVR2UDVls6U6mwN7264Ij2,recursion,2,3,True,The call stack
RLFI1VvVR2UDVls6U6mwN7264Ij2,recursion,3,2,True,6
RLFI1VvVR2UDVls6U6mwN7264Ij2,recursion,4,3,False,n == 0
SiVe6At6b4YNYAT8YLTp2SjJH692,arraylist,0,1,True,ArrayList can change size dynamically
SiVe6At6b4YNYAT8YLTp2SjJH692,arraylist,1,2,True,It creates a larger internal array and copies elements
SiVe6At6b4YNYAT8YLTp2SjJH692,arraylist,2,3,False,Adding an element at the beginning
SiVe6At6b4YNYAT8YLTp2SjJH692,arraylist,3,2,False,0
SiVe6At6b4YNYAT8YLTp2SjJH692,arraylist,4,4,True,When handling business logic for flexibility with an unknown or dynamically changing size (such as managing items in a user's e-commerce shopping cart) and needing built-in functionality like sorting or filtering.
TM0zbujbRChHnBzPF9TOb4MpIyt2,arraylist,0,1,False,ArrayList uses less memory
TM0zbujbRChHnBzPF9TOb4MpIyt2,arraylist,1,2,False,It throws an error
TM0zbujbRChHnBzPF9TOb4MpIyt2,arraylist,2,3,False,Finding an element by value
TM0zbujbRChHnBzPF9TOb4MpIyt2,arraylist,3,2,False,100
TM0zbujbRChHnBzPF9TOb4MpIyt2,arraylist,4,4,False,When designing high-performance math computations that require storing primitive data types without the overhead of autoboxing.
TM0zbujbRChHnBzPF9TOb4MpIyt2,recursion,0,1,True,A base case
TM0zbujbRChHnBzPF9TOb4MpIyt2,recursion,1,2,False,It returns 0
TM0zbujbRChHnBzPF9TOb4MpIyt2,recursion,2,3,False,The cache
TM0zbujbRChHnBzPF9TOb4MpIyt2,recursion,3,2,True,6
TM0zbujbRChHnBzPF9TOb4MpIyt2,recursion,4,3,False,n == 0
UEFc4hISm2WWn6EhHFmCsW7MnPI3,arraylist,0,1,True,ArrayList can change size dynamically
UEFc4hISm2WWn6EhHFmCsW7MnPI3,arraylist,1,2,True,It creates a larger internal array and copies elements
UEFc4hISm2WWn6EhHFmCsW7MnPI3,arraylist,2,3,True,Getting an element by index
UEFc4hISm2WWn6EhHFmCsW7MnPI3,arraylist,3,2,False,1
UEFc4hISm2WWn6EhHFmCsW7MnPI3,arraylist,4,4,True,When handling business logic for flexibility with an unknown or dynamically changing size (such as managing items in a user's e-commerce shopping cart) and needing built-in functionality like sorting or filtering.
UEFc4hISm2WWn6EhHFmCsW7MnPI3,recursion,0,1,True,A base case
UEFc4hISm2WWn6EhHFmCsW7MnPI3,recursion,1,2,True,It runs forever until stack overflow
UEFc4hISm2WWn6EhHFmCsW7MnPI3,recursion,2,3,True,The call stack
UEFc4hISm2WWn6EhHFmCsW7MnPI3,recursion,3,2,True,6
UEFc4hISm2WWn6EhHFmCsW7MnPI3,recursion,4,3,True,n == 0 or n == 1
UT2XX3w08wPgt6eIvWt8rzWriWF3,arraylist,0,1,True,ArrayList can change size dynamically
UT2XX3w08wPgt6eIvWt8rzWriWF3,arraylist,1,2,False,It stops accepting new elements
UT2XX3w08wPgt6eIvWt8rzWriWF3,arraylist,2,3,True,Getting an element by index
UT2XX3w08wPgt6eIvWt8rzWriWF3,arraylist,3,2,False,100
UT2XX3w08wPgt6eIvWt8rzWriWF3,arraylist,4,4,True,When handling business logic for flexibility with an unknown or dynamically changing size (such as managing items in a user's e-commerce shopping cart) and needing built-in functionality like sorting or filtering.
UT2XX3w08wPgt6eIvWt8rzWriWF3,recursion,0,1,True,A base case
UT2XX3w08wPgt6eIvWt8rzWriWF3,recursion,1,2,True,It runs forever until stack overflow
UT2XX3w08wPgt6eIvWt8rzWriWF3,recursion,2,3,True,The call stack
UT2XX3w08wPgt6eIvWt8rzWriWF3,recursion,3,2,False,12
UT2XX3w08wPgt6eIvWt8rzWriWF3,recursion,4,3,False,n == 0
VfueDMfg7xVn4MXINPaKd1pO50N2,arraylist,0,1,False,ArrayList uses less memory
